SchemaName,TableName,Ord,ColumnName,DataType,Nullable,Identity_,IsPK
dbo,UnitOfMeasure,7,Abbreviation,nvarchar(100),NOT NULL
dbo,UnitOfMeasure,8,DisplayOrder,tinyint,NOT NULL
dbo,UserInterfaceScript,1,UserInterfaceScriptID,int,NOT NULL,IDENTITY,PK
dbo,UserInterfaceScript,2,Name,nvarchar(100),NOT NULL
dbo,UserInterfaceScript,3,Description,nvarchar(max),NULL
dbo,UserInterfaceScript,4,Script,nvarchar(max),NULL
dbo,UserInterfaceScript,6,IsDeleted,bit,NOT NULL
dbo,UserInterfaceScriptReference,1,UserInterfaceScriptReferenceID,int,NOT NULL,IDENTITY,PK
dbo,UserInterfaceScriptReference,2,UserInterfaceScriptID,int,NOT NULL
dbo,UserInterfaceScriptReference,3,Reference,nvarchar(260),NOT NULL
dbo,Version,1,Id,int,NOT NULL,IDENTITY,PK
dbo,Version,2,Version,nvarchar(100),NOT NULL
dbo,Version,3,Timestamp,datetime,NOT NULL
dbo,Version,4,Name,nvarchar(100),NULL
dbo,VisionSystemEventLog,1,VisionSystemEventLogID,int,NOT NULL,IDENTITY,PK
dbo,VisionSystemEventLog,2,Timestamp,datetime,NOT NULL
dbo,VisionSystemEventLog,3,VisionSystemEventTypeID,int,NOT NULL
dbo,VisionSystemEventLog,4,WorkCellID,int,NOT NULL
dbo,VisionSystemEventLog,5,ContainerNumber,nvarchar(100),NULL
dbo,VisionSystemEventLog,6,PartNumber,nvarchar(100),NOT NULL
dbo,VisionSystemEventLog,7,ImageFileNames,nvarchar(100),NULL
dbo,VisionSystemEventLog,8,TrayUnlockOverrideUser,nvarchar(50),NULL
dbo,VisionSystemEventLog,9,Details,nvarchar(max),NULL
dbo,VisionSystemEventType,1,VisionSystemEventTypeID,int,NOT NULL,IDENTITY,PK
dbo,VisionSystemEventType,2,Name,nvarchar(100),NOT NULL
dbo,VisionSystemEventType,3,DisplayName,nvarchar(100),NOT NULL
dbo,WorkCell,1,WorkCellID,int,NOT NULL,IDENTITY,PK
dbo,WorkCell,2,Name,nvarchar(100),NOT NULL
dbo,WorkCell,3,Description,nvarchar(max),NULL
dbo,WorkCell,4,CreatedTimestamp,datetime,NOT NULL
dbo,WorkCell,5,ModifiedTimestamp,datetime,NOT NULL
dbo,WorkCell,6,ProductionLineID,int,NOT NULL
dbo,WorkCell,7,TrackingMode,tinyint,NOT NULL
dbo,WorkCell,8,RequireCastPartAllocationOverride,bit,NOT NULL
dbo,WorkCellLotAttribute,1,WorkCellLotAttributeID,int,NOT NULL,IDENTITY,PK
dbo,WorkCellLotAttribute,2,WorkCellID,int,NOT NULL
dbo,WorkCellLotAttribute,3,LotAttributeID,int,NOT NULL
dbo,WorkCellMaterial,1,WorkCellMaterialID,int,NOT NULL,IDENTITY,PK
dbo,WorkCellMaterial,2,WorkCellID,int,NOT NULL
dbo,WorkCellMaterial,3,MaterialID,int,NOT NULL
dbo,WorkCellMaterial,4,MinQuantity,"decimal(18,6)",NULL
dbo,WorkCellMaterial,5,MaxQuantity,"decimal(18,6)",NULL
dbo,WorkCellMaterial,6,DefaultQuantity,"decimal(18,6)",NULL
dbo,WorkCellMaterial,7,IsConsumptionPoint,bit,NOT NULL
dbo,WorkCellMaterial,8,IsDeleted,bit,NOT NULL
dbo,WorkCellMaterialLot,1,WorkCellMaterialLotID,int,NOT NULL,IDENTITY,PK
dbo,WorkCellMaterialLot,2,WorkCellMaterialID,int,NOT NULL
dbo,WorkCellMaterialLot,4,State,nvarchar(50),NOT NULL
dbo,WorkCellMaterialLot,5,Sequence,int,NOT NULL
dbo,WorkCellMaterialLot,6,AddedTimestamp,datetime,NOT NULL
dbo,WorkCellMaterialLot,7,ModifiedTimestamp,datetime,NOT NULL
dbo,WorkCellMaterialLot,8,ModifiedByUsername,nvarchar(100),NULL
dbo,WorkCellMaterialLot,9,Quantity,"decimal(18,6)",NOT NULL
dbo,WorkCellMaterialLot,10,OriginalQuantity,"decimal(18,6)",NOT NULL
dbo,WorkCellMaterialLot,11,LotIdentifier,nvarchar(100),NOT NULL
dbo,WorkOrder,1,WorkOrderID,int,NOT NULL,IDENTITY,PK
dbo,WorkOrder,2,CreatedTimestamp,datetime,NOT NULL
dbo,WorkOrder,3,ModifiedTimestamp,datetime,NOT NULL
dbo,WorkOrder,4,ProductionOrderID,int,NOT NULL
dbo,WorkOrder,5,BomComponentID,int,NOT NULL
dbo,WorkOrder,6,WorkCellID,int,NOT NULL
dbo,WorkOrder,7,WorkOrderStateID,int,NOT NULL
dbo,WorkOrder,8,Sequence,int,NOT NULL
dbo,WorkOrder,9,IsActive,bit,NOT NULL
dbo,WorkOrder,10,RequiredQuantity,"decimal(18,6)",NOT NULL
dbo,WorkOrder,11,AdjustedQuantity,"decimal(18,6)",NOT NULL
dbo,WorkOrder,12,SuspendAtQuantity,"decimal(18,6)",NOT NULL
dbo,WorkOrder,13,CompletedQuantity,"decimal(18,6)",NOT NULL
dbo,WorkOrder,14,RemainingQuantity,"decimal(19,6)",NOT NULL
dbo,WorkOrder,15,GroupTargetQuantity,int,NULL
dbo,WorkOrder,16,IdentifierFormatID,int,NULL
